"CustomerID","Churn_Reason.y","CLTV","Churn_Prob.y","Predicted_Churn.y","Predicted_HighRiskCustomer","Predicted_LowRiskCustomer","Potential_Revenue_Loss","Revenue_Saved_60pct","ROI_60pct"
"1728-CXQBE","",6020,0.0859536246656755,"No",0,1,0,0,-100
"1729-VLAZJ","",2876,7.23388537102194e-06,"No",0,1,0,0,-100
"1730-VFMWO","",4352,0.00309349884269327,"No",0,1,0,0,-100
"1730-ZMAME","",3041,3.60550686254032e-06,"No",0,1,0,0,-100
"1731-TVIUK","Limited range of services",4554,0.891278802332067,"Yes",1,0,4554,2732.4,-94.5352
"1732-FEKLD","",5665,0.000276922437645988,"No",0,1,0,0,-100
"1732-VHUBQ","Don't know",4457,0.957826072596967,"Yes",1,0,4457,2674.2,-94.6516
"1734-ZMNTZ","",5409,0.00119710073781361,"No",0,1,0,0,-100
"1735-XMJVH","",5416,0.00382230520452099,"No",0,1,0,0,-100
"1740-CSDJP","Lack of affordable download/upload speed",2548,0.997375964234055,"Yes",1,0,2548,1528.8,-96.9424
"1741-WTPON","",4937,0.0105613016254361,"No",0,1,0,0,-100
"1744-JHKYS","",3421,0.0621137911532662,"No",0,1,0,0,-100
"1746-TGTWV","",3514,0.132034921030304,"No",0,1,0,0,-100
"1750-CSKKM","Attitude of support person",2688,0.0994577503003729,"No",0,1,0,0,-100
"1751-NCDLI","",2641,0.00167494210771687,"No",0,1,0,0,-100
"1752-OZXFY","",5488,0.00360881807714718,"No",0,1,0,0,-100
"1754-GKYPY","",4180,3.5354436038776e-05,"No",0,1,0,0,-100
"1755-FZQEC","",4041,0.00163558094922327,"No",0,1,0,0,-100
"1755-RMCXH","",5113,1.20928032026915e-05,"No",0,1,0,0,-100
"1757-TCATG","",3942,1.17998640893101e-05,"No",0,1,0,0,-100
"1760-CAZHT","",3274,0.00568333542543588,"No",0,1,0,0,-100
"1761-AEZZR","Don't know",5593,0.968337072762566,"Yes",1,0,5593,3355.8,-93.2884
"1763-KUAAW","",4713,6.18582235328191e-06,"No",0,1,0,0,-100
"1763-WQFUK","",5258,0.000692746264844747,"No",0,1,0,0,-100
"1764-VUUMT","",6382,5.96568090089435e-06,"No",0,1,0,0,-100
"1766-GKNMI","",4388,0.226962288549118,"No",0,1,0,0,-100
"1767-CJKBA","",6025,2.17193456418996e-05,"No",0,1,0,0,-100
"1767-TGTKO","",4651,7.8416864861999e-05,"No",0,1,0,0,-100
"1768-HNVGJ","",4223,0.000239858805250563,"No",0,1,0,0,-100
"1768-ZAIFU","Competitor made better offer",5688,0.974366547160456,"Yes",1,0,5688,3412.8,-93.1744
"1769-GRUIK","",4911,4.50063725196001e-05,"No",0,1,0,0,-100
"1771-OADNZ","Extra data charges",2151,0.998184202227691,"Yes",1,0,2151,1290.6,-97.4188
"1775-KWJKQ","",6046,0.000145521218504726,"No",0,1,0,0,-100
"1776-SPBWV","",2272,9.61107907775778e-08,"No",0,1,0,0,-100
"1777-JYQPJ","",2515,0.663274644074364,"Yes",1,0,2515,1509,-96.982
"1779-PWPMG","",5408,9.09905357460505e-06,"No",0,1,0,0,-100
"1784-BXEFA","",3595,0.00040979931749041,"No",0,1,0,0,-100
"1784-EZDKJ","",4640,2.84536500862169e-05,"No",0,1,0,0,-100
"1785-BPHTP","",4022,3.92765385300775e-06,"No",0,1,0,0,-100
"1790-NESIO","",4883,0.0400169588721657,"No",0,1,0,0,-100
"1791-PQHBB","",5056,5.60726234487123e-06,"No",0,1,0,0,-100
"1792-UXAFY","Service dissatisfaction",5082,0.995712331849373,"Yes",1,0,5082,3049.2,-93.9016
"1794-HBQTJ","Poor expertise of phone support",4207,0.941514733320868,"Yes",1,0,4207,2524.2,-94.9516
"1794-SWWKL","",3974,0.127189976583359,"No",0,1,0,0,-100
"1796-JANOW","",4079,0.000150676727177979,"No",0,1,0,0,-100
"1803-BGNBD","",3854,0.0201298548309938,"No",0,1,0,0,-100
"1809-DMJHQ","Competitor had better devices",4846,0.865712463509933,"Yes",1,0,4846,2907.6,-94.1848
"1810-BOHSY","",4745,7.77310859640685e-06,"No",0,1,0,0,-100
"1810-MVMAI","",4104,7.15016302596804e-06,"No",0,1,0,0,-100
"1813-JLKWR","",5384,5.61526278792634e-07,"No",0,1,0,0,-100
"1813-JYWTO","",4202,0.00177298453905576,"No",0,1,0,0,-100
"1814-DKOLC","",4855,9.98771083022201e-07,"No",0,1,0,0,-100
"1814-WFGVS","",5415,1.0319961836276e-05,"No",0,1,0,0,-100
"1816-FLZDK","",3923,8.6485744042956e-05,"No",0,1,0,0,-100
"1818-ESQMW","",4384,0.0022633707492917,"No",0,1,0,0,-100
"1820-DJFPH","",4755,1.62548773900832e-07,"No",0,1,0,0,-100
"1820-TQVEV","Attitude of support person",3042,0.987117956902082,"Yes",1,0,3042,1825.2,-96.3496
"1821-BUCWY","",5445,0.0126083284154948,"No",0,1,0,0,-100
"1830-GGFNM","",4603,1.58568159212958e-06,"No",0,1,0,0,-100
"1830-IPXVJ","",6108,4.57895418992128e-09,"No",0,1,0,0,-100
"1832-PEUTS","",5995,0.00332155585982241,"No",0,1,0,0,-100
"1833-TCXKK","",3301,1.31319784568536e-05,"No",0,1,0,0,-100
"1833-VGRUM","Price too high",4684,0.925084946753168,"Yes",1,0,4684,2810.4,-94.3792
"1834-ABKHQ","",4298,0.0073664525103438,"No",0,1,0,0,-100
"1834-WULEG","",3000,0.000191506368386424,"No",0,1,0,0,-100
"1837-YQUCE","",4093,0.000113098693255872,"No",0,1,0,0,-100
"1839-FBNFR","",3032,0.00146504901708894,"No",0,1,0,0,-100
"1839-UMACK","",3756,0.000374752446859259,"No",0,1,0,0,-100
"1840-BIUOG","",2989,0.0769226934263661,"No",0,1,0,0,-100
"1841-YSJGV","",6258,0.000806323478698021,"No",0,1,0,0,-100
"1842-EZJMK","Lack of self-service on Website",5897,0.885050422416318,"Yes",1,0,5897,3538.2,-92.9236
"1843-TLSGD","",3163,7.22839921483809e-05,"No",0,1,0,0,-100
"1845-CSBRZ","",2656,0.000698383686972269,"No",0,1,0,0,-100
"1845-ZLLIG","",4014,0.00488851585068544,"No",0,1,0,0,-100
"1846-XWOQN","Competitor made better offer",2825,0.968395906947609,"Yes",1,0,2825,1695,-96.61
"1848-LBZHY","",2547,0.000345722588667573,"No",0,1,0,0,-100
"1849-RJYIG","",5862,0.000114887084536843,"No",0,1,0,0,-100
"1850-AKQEP","",4577,2.60652928250523e-05,"No",0,1,0,0,-100
"1852-QSWCD","",6281,1.16476407309274e-05,"No",0,1,0,0,-100
"1852-XEMDW","",4709,5.81502628137388e-06,"No",0,1,0,0,-100
"1853-ARAAQ","",2510,0.00207406592639178,"No",0,1,0,0,-100
"1853-UDXBW","Price too high",2485,0.996969861520818,"Yes",1,0,2485,1491,-97.018
"1855-AGAWH","",2510,0.00039094215813353,"No",0,1,0,0,-100
"1855-CFULU","",3460,3.06023433529385e-06,"No",0,1,0,0,-100
"1862-QRWPE","",4124,1.45228311989157e-07,"No",0,1,0,0,-100
"1862-SKORY","Competitor offered higher download speeds",2296,0.997674925352199,"Yes",1,0,2296,1377.6,-97.2448
"1866-DIOQZ","",4698,2.69954840297036e-05,"No",0,1,0,0,-100
"1866-NXPSP","",3235,1.27686293810397e-06,"No",0,1,0,0,-100
"1866-OBPNR","",5494,3.09017901968177e-06,"No",0,1,0,0,-100
"1866-RZZQS","Competitor had better devices",2169,0.999308739837609,"Yes",1,0,2169,1301.4,-97.3972
"1866-ZSLJM","",5654,0.0985311920964128,"No",0,1,0,0,-100
"1867-BDVFH","Competitor made better offer",5075,0.981614662608946,"Yes",1,0,5075,3045,-93.91
"1867-TJHTS","",5709,0.437085329254203,"No",0,1,0,0,-100
"1871-MOWRM","Competitor offered more data",4306,0.968987602556481,"Yes",1,0,4306,2583.6,-94.8328
"1872-EBWSC","",4840,0.0061079194607716,"No",0,1,0,0,-100
"1875-QIVME","Lack of self-service on Website",4690,0.994374201171363,"Yes",1,0,4690,2814,-94.372
"1877-HKBQX","",2573,0.000494517269569445,"No",0,1,0,0,-100
"1891-FZYSA","Network reliability",6363,0.991291534069295,"Yes",1,0,6363,3817.8,-92.3644
"1891-QRQSA","",4881,0.0773192297544713,"No",0,1,0,0,-100
"1891-UAWWU","Attitude of service provider",2312,0.983452252085297,"Yes",1,0,2312,1387.2,-97.2256
"1894-IGFSG","Competitor had better devices",3161,0.980723250537975,"Yes",1,0,3161,1896.6,-96.2068
"1895-QTKDO","",5684,2.51272198212363e-06,"No",0,1,0,0,-100
"1897-OKVMW","",5240,1.53018320629448e-05,"No",0,1,0,0,-100
"1897-RCFUM","",3109,0.00111123675772643,"No",0,1,0,0,-100
"1898-JSNDC","",5662,0.000171364550868586,"No",0,1,0,0,-100
"1899-VXWXM","Competitor made better offer",5898,0.597867930744632,"Yes",1,0,5898,3538.8,-92.9224
"1902-XBTFB","Lack of self-service on Website",5438,0.998074329155966,"Yes",1,0,5438,3262.8,-93.4744
"1904-WAJAA","",5461,0.841659322128911,"Yes",1,0,5461,3276.6,-93.4468
"1905-OEILC","",3107,1.71864904795401e-05,"No",0,1,0,0,-100
"1907-UBQFC","Price too high",3189,0.999931415743853,"Yes",1,0,3189,1913.4,-96.1732
"1907-YLNYW","",4490,0.000446626733808189,"No",0,1,0,0,-100
"1910-FMXJM","",5544,9.39573088061977e-05,"No",0,1,0,0,-100
"1915-IOFGU","Competitor offered higher download speeds",4123,0.99641352328002,"Yes",1,0,4123,2473.8,-95.0524
"1915-OAKWD","",2870,0.000247942211665651,"No",0,1,0,0,-100
"1918-ZBFQJ","Price too high",5142,0.741919854689981,"Yes",1,0,5142,3085.2,-93.8296
"1919-RTPQD","",4699,0.0229052384214509,"No",0,1,0,0,-100
"1921-KYSAY","",4572,2.93414876138321e-05,"No",0,1,0,0,-100
"1925-GMVBW","",5967,3.85712723619752e-06,"No",0,1,0,0,-100
"1925-LFCZZ","",4932,0.0148397577295375,"No",0,1,0,0,-100
"1925-TIBLE","Competitor offered higher download speeds",3887,0.897233992774489,"Yes",1,0,3887,2332.2,-95.3356
"1926-QUZNN","",4551,1.78759238879844e-06,"No",0,1,0,0,-100
"1927-QEWMY","",6302,4.45975511844398e-08,"No",0,1,0,0,-100
"1928-BXYIV","",4592,1.31799954625906e-05,"No",0,1,0,0,-100
"1929-ZCBHE","",5040,5.61909451063583e-07,"No",0,1,0,0,-100
"1930-BZLHI","",3721,1.45347871935034e-05,"No",0,1,0,0,-100
"1930-QPBVZ","",5748,4.51610188029136e-06,"No",0,1,0,0,-100
"1930-WNXSB","",4879,5.04325965015143e-06,"No",0,1,0,0,-100
"1932-UEDCX","",3669,0.0113927980697305,"No",0,1,0,0,-100
"1934-MKPXS","",3636,0.000979162421482577,"No",0,1,0,0,-100
"1934-SJVJK","Competitor had better devices",4103,0.794638336351019,"Yes",1,0,4103,2461.8,-95.0764
"1935-IMVBB","",5955,0.00053848489901138,"No",0,1,0,0,-100
"1936-CZAKF","",4283,2.23231055749279e-06,"No",0,1,0,0,-100
"1936-UAFEH","",5502,1.72662185997362e-06,"No",0,1,0,0,-100
"1937-OTUKY","",4332,0.132734137366319,"No",0,1,0,0,-100
"1941-HOSAM","",4142,0.000840344271781998,"No",0,1,0,0,-100
"1942-OQFRW","",2785,0.0701563000925871,"No",0,1,0,0,-100
"1945-XISKS","",4994,2.47150491912321e-08,"No",0,1,0,0,-100
"1950-KSVVJ","",4885,0.012890471806074,"No",0,1,0,0,-100
"1951-IEYXM","",4528,0.0177459198703592,"No",0,1,0,0,-100
"1952-DVVSW","",3509,0.0561412047275645,"No",0,1,0,0,-100
"1955-IBMMB","",5216,0.000362976148667396,"No",0,1,0,0,-100
"1956-YIFGE","",3274,0.00434748897703988,"No",0,1,0,0,-100
"1958-RNRKS","",3712,0.000547437291425484,"No",0,1,0,0,-100
"1960-UOTYM","",4509,8.23404910194578e-08,"No",0,1,0,0,-100
"1960-UYCNN","",4810,1.43634839765987e-05,"No",0,1,0,0,-100
"1963-SVUCV","Competitor offered higher download speeds",5774,0.898748919002343,"Yes",1,0,5774,3464.4,-93.0712
"1963-VAUKV","Don't know",3663,0.963355440644991,"Yes",1,0,3663,2197.8,-95.6044
"1964-SVLEA","",2860,0.0953261275598456,"No",0,1,0,0,-100
"1965-AKTSX","Competitor made better offer",5203,0.988731077046351,"Yes",1,0,5203,3121.8,-93.7564
"1965-DDBWU","Competitor made better offer",5953,0.970589634645005,"Yes",1,0,5953,3571.8,-92.8564
"1970-KKFWL","",2416,0.01357959349531,"No",0,1,0,0,-100
"1971-DTCZB","",6091,0.000638387200569307,"No",0,1,0,0,-100
"1972-XMUWV","",6034,2.34913117954787e-06,"No",0,1,0,0,-100
"1976-AZZPJ","",5100,4.64929052294115e-05,"No",0,1,0,0,-100
"1976-CFOCS","Competitor had better devices",4531,0.620543067490223,"Yes",1,0,4531,2718.6,-94.5628
"1977-STDKI","Competitor offered more data",4116,0.925030131511127,"Yes",1,0,4116,2469.6,-95.0608
"1980-KXVPM","Competitor offered higher download speeds",3553,0.91053091515312,"Yes",1,0,3553,2131.8,-95.7364
"1981-INRFU","Don't know",5172,0.999260938817669,"Yes",1,0,5172,3103.2,-93.7936
"1982-FEBTD","",5939,0.0155275203075054,"No",0,1,0,0,-100
"1984-FCOWB","Attitude of service provider",4191,0.997592980646632,"Yes",1,0,4191,2514.6,-94.9708
"1984-GPTEH","",5491,0.000249610702294322,"No",0,1,0,0,-100
"1985-MBRYP","",3678,4.13902809964192e-06,"No",0,1,0,0,-100
"1986-PHGZF","",2812,0.00103093149309791,"No",0,1,0,0,-100
"1987-AUELQ","",6334,1.13960420917656e-05,"No",0,1,0,0,-100
"1989-PRJHP","Competitor had better devices",2377,0.878879532157697,"Yes",1,0,2377,1426.2,-97.1476
"1991-VOPLL","",3248,0.00203895510208521,"No",0,1,0,0,-100
"1996-DBMUS","",5523,0.155614469337841,"No",0,1,0,0,-100
"1998-VHJHK","",5606,1.28829944255609e-05,"No",0,1,0,0,-100
"2000-DHJUY","",5264,0.000124984875743018,"No",0,1,0,0,-100
"2000-MPKCA","",5121,0.00254705891523828,"No",0,1,0,0,-100
"2001-EWBQU","",6186,0.0349229877687162,"No",0,1,0,0,-100
"2001-MCUUW","",4210,1.10634964936203e-06,"No",0,1,0,0,-100
"2002-MZHWP","Lack of self-service on Website",3820,0.828184924222334,"Yes",1,0,3820,2292,-95.416
"2003-CKLOR","Moved",4001,0.819561295501903,"Yes",1,0,4001,2400.6,-95.1988
"2004-OCQXK","Limited range of services",5622,0.997578711986584,"Yes",1,0,5622,3373.2,-93.2536
"2005-DWQZJ","",3153,0.000164617033204606,"No",0,1,0,0,-100
"2007-QVGAW","",6303,2.97890457971173e-08,"No",0,1,0,0,-100
"2011-TRQYE","Product dissatisfaction",5474,0.965270541513219,"Yes",1,0,5474,3284.4,-93.4312
"2012-NWRPA","Competitor made better offer",3172,0.948976060661466,"Yes",1,0,3172,1903.2,-96.1936
"2013-SGDXK","Competitor offered more data",2172,0.930241146353216,"Yes",1,0,2172,1303.2,-97.3936
"2014-MKGMH","",4883,0.00429798044084504,"No",0,1,0,0,-100
"2017-CCBLH","",3087,0.031804404463863,"No",0,1,0,0,-100
"2018-PZKMU","",4171,0.00808255073580096,"No",0,1,0,0,-100
"2018-QKYGT","",4396,2.24918475752813e-05,"No",0,1,0,0,-100
"2019-HDCZY","",4004,2.3526515226192e-06,"No",0,1,0,0,-100
"2023-VQFDL","",5379,2.31941056977075e-05,"No",0,1,0,0,-100
"2024-BASKD","Competitor offered more data",3860,0.999637280094734,"Yes",1,0,3860,2316,-95.368
"2025-JKFWI","Lack of affordable download/upload speed",3493,0.809725366604625,"Yes",1,0,3493,2095.8,-95.8084
"2026-TGDHM","Network reliability",3830,0.95519810094927,"Yes",1,0,3830,2298,-95.404
"2027-CWDNU","",5968,0.00990067398296423,"No",0,1,0,0,-100
"2027-DNKIV","",3483,5.56754653610486e-07,"No",0,1,0,0,-100
"2027-FECZV","Attitude of support person",2406,0.998286671747146,"Yes",1,0,2406,1443.6,-97.1128
"2027-OAQQC","Competitor offered more data",4044,0.97948258896661,"Yes",1,0,4044,2426.4,-95.1472
"2027-WKXMW","",4582,3.35539841577997e-06,"No",0,1,0,0,-100
"2030-BTZRO","",4628,0.00151800001893652,"No",0,1,0,0,-100
"2034-CGRHZ","Competitor offered higher download speeds",5245,0.537372059529135,"Yes",1,0,5245,3147,-93.706
"2034-GDRCN","Don't know",4157,0.98941812208574,"Yes",1,0,4157,2494.2,-95.0116
"2037-SGXHH","Don't know",3498,0.736220981466748,"Yes",1,0,3498,2098.8,-95.8024
"2037-XJFUP","Competitor offered more data",4161,0.942394497421116,"Yes",1,0,4161,2496.6,-95.0068
"2038-LLMLM","",4304,0.415479306229913,"No",0,1,0,0,-100
"2038-OEQZH","",3653,0.0147916386633437,"No",0,1,0,0,-100
"2038-YSEZE","",3152,0.0270565784596467,"No",0,1,0,0,-100
"2039-JONDJ","",3616,0.137569436087034,"No",0,1,0,0,-100
"2040-LDIWQ","",5256,5.92447658344171e-06,"No",0,1,0,0,-100
"2040-OBMLJ","",4850,0.052363244580876,"No",0,1,0,0,-100
"2040-VZIKE","",5417,0.00940172176544962,"No",0,1,0,0,-100
"2040-XBAVJ","",4700,1.1871775751256e-06,"No",0,1,0,0,-100
"2041-JIJCI","",4421,0.401459776596902,"No",0,1,0,0,-100
"2043-WVTQJ","",5664,0.000155352235700254,"No",0,1,0,0,-100
"2045-BMBTJ","",3116,7.01426341130831e-06,"No",0,1,0,0,-100
"2049-BAFNW","",3929,0.00760914315227208,"No",0,1,0,0,-100
"2050-ONYDQ","",5352,0.00104305408229012,"No",0,1,0,0,-100
"2054-PJOCK","",4159,0.000344736032431421,"No",0,1,0,0,-100
"2055-BFOCC","",5688,4.78976935754084e-05,"No",0,1,0,0,-100
"2055-PDADH","Don't know",2491,0.789112336614652,"Yes",1,0,2491,1494.6,-97.0108
"2055-SIFSS","",4763,2.91523917767597e-06,"No",0,1,0,0,-100
"2056-EVGZL","",4437,4.38713523497573e-06,"No",0,1,0,0,-100
"2057-BOYKM","",5153,0.144938391031211,"No",0,1,0,0,-100
"2057-ZBLPD","Competitor offered more data",2036,0.878991341800407,"Yes",1,0,2036,1221.6,-97.5568
"2058-DCJBE","Extra data charges",3965,0.99986802044829,"Yes",1,0,3965,2379,-95.242
"2061-VVFST","",3924,0.020781939497161,"No",0,1,0,0,-100
"2065-MMKGR","",4226,2.29507359196028e-05,"No",0,1,0,0,-100
"2067-QYTCF","",5455,0.0059475243852556,"No",0,1,0,0,-100
"2068-WWXQZ","",2942,1.51866718720467e-06,"No",0,1,0,0,-100
"2070-FNEXE","Lack of affordable download/upload speed",4419,0.979934448695054,"Yes",1,0,4419,2651.4,-94.6972
"2070-XYMFH","",3558,0.00358121276682377,"No",0,1,0,0,-100
"2072-ZVJJX","",4571,0.000639873339119047,"No",0,1,0,0,-100
"2073-QBVBI","",2954,0.0949792172716523,"No",0,1,0,0,-100
"2074-GKOWZ","Competitor had better devices",3851,0.984695900524691,"Yes",1,0,3851,2310.6,-95.3788
"2074-GUHPQ","",2347,3.70471881921666e-05,"No",0,1,0,0,-100
"2075-PUEPR","",5248,4.15574386224577e-06,"No",0,1,0,0,-100
"2075-RMJIK","",5756,0.022787757030193,"No",0,1,0,0,-100
"2077-DDHJK","",4114,8.00160983045228e-05,"No",0,1,0,0,-100
"2077-MPJQO","",3533,0.00247318795152599,"No",0,1,0,0,-100
"2079-FBMZK","Competitor made better offer",5816,0.890184823310367,"Yes",1,0,5816,3489.6,-93.0208
"2080-CAZNM","",4477,0.018202499007044,"No",0,1,0,0,-100
"2080-GKCWQ","",3969,0.310831768780709,"No",0,1,0,0,-100
"2080-SRCDE","",4556,4.0631343172503e-05,"No",0,1,0,0,-100
"2081-KJSQF","",4769,2.26783914164124e-06,"No",0,1,0,0,-100
"2081-VEYEH","",5653,0.467500279134549,"No",0,1,0,0,-100
"2082-CEFLT","Service dissatisfaction",3037,0.98836810796314,"Yes",1,0,3037,1822.2,-96.3556
"2082-OJVTK","Competitor made better offer",5292,0.992390581610704,"Yes",1,0,5292,3175.2,-93.6496
"2085-BOJKI","",5228,0.000179272868142607,"No",0,1,0,0,-100
"2085-JVGAD","",3078,7.93247295188565e-07,"No",0,1,0,0,-100
"2087-QAREY","",5722,0.00208372050953593,"No",0,1,0,0,-100
"2088-IEBAU","",5531,6.46270968320159e-05,"No",0,1,0,0,-100
"2091-GPPIQ","",5050,0.0727539864647408,"No",0,1,0,0,-100
"2091-MJTFX","Network reliability",4568,0.587951201721582,"Yes",1,0,4568,2740.8,-94.5184
"2091-RFFBA","Attitude of support person",2560,0.908042472680449,"Yes",1,0,2560,1536,-96.928
"2096-XOTMO","",4146,9.91417450883768e-07,"No",0,1,0,0,-100
"2097-YVPKN","",5707,0.00175441345973896,"No",0,1,0,0,-100
"2100-BDNSN","Price too high",3889,0.421852987439848,"No",0,1,0,0,-100
"2101-RANCD","",5832,0.000189477689791553,"No",0,1,0,0,-100
"2103-ZRXFN","",3631,0.049074585974868,"No",0,1,0,0,-100
"2105-PHWON","",4639,0.359220697610153,"No",0,1,0,0,-100
"2107-FBPTK","",5655,0.00884261486255745,"No",0,1,0,0,-100
"2108-GLPQB","",2950,0.00176133629283084,"No",0,1,0,0,-100
"2108-XWMPY","Moved",2095,0.245797683100292,"No",0,1,0,0,-100
"2108-YKQTY","Don't know",4930,0.992832590212002,"Yes",1,0,4930,2958,-94.084
"2111-DWYHN","",2810,0.00317851709378275,"No",0,1,0,0,-100
"2114-MGINA","Attitude of support person",4107,0.965038511254169,"Yes",1,0,4107,2464.2,-95.0716
"2115-BFTIW","Product dissatisfaction",4881,0.877404726536621,"Yes",1,0,4881,2928.6,-94.1428
"2120-SMPEX","",3848,0.00279964866562221,"No",0,1,0,0,-100
"2121-JAFOM","",5076,1.93371896022379e-05,"No",0,1,0,0,-100
"2122-SZZZD","",4220,2.20501492420649e-06,"No",0,1,0,0,-100
"2122-YWVYA","",4792,0.00373758696395771,"No",0,1,0,0,-100
"2123-AGEEN","",2107,0.00249666580286663,"No",0,1,0,0,-100
"2123-VSCOT","",6225,0.000389231660437394,"No",0,1,0,0,-100
"2126-GSEGL","",4032,1.12946173118682e-06,"No",0,1,0,0,-100
"2129-ALKBS","",2211,8.27185908719457e-07,"No",0,1,0,0,-100
"2133-TSRRM","",5432,1.54635595996733e-05,"No",0,1,0,0,-100
"2135-DQWAQ","",2689,0.219427085567732,"No",0,1,0,0,-100
"2135-RXIHG","Poor expertise of online support",2600,0.971987152958918,"Yes",1,0,2600,1560,-96.88
"2137-DQMEV","",4112,0.00210075170224977,"No",0,1,0,0,-100
"2138-VFAPZ","",2966,0.000698759870583657,"No",0,1,0,0,-100
"2139-FQHLM","",3402,1.52600644532655e-05,"No",0,1,0,0,-100
"2141-RRYGO","Don't know",5274,0.932097479593387,"Yes",1,0,5274,3164.4,-93.6712
"2143-LJULT","",5887,5.9991396959771e-07,"No",0,1,0,0,-100
"2144-BFDSO","",5211,0.00184333807877838,"No",0,1,0,0,-100
"2144-ESWKO","",5268,0.0696778624926164,"No",0,1,0,0,-100
"2146-EGVDT","",4149,1.43110393782112e-07,"No",0,1,0,0,-100
"2150-OEGBV","",3428,1.24598660519141e-06,"No",0,1,0,0,-100
"2150-UWTFY","Service dissatisfaction",4626,0.880803885108202,"Yes",1,0,4626,2775.6,-94.4488
"2150-WLKUW","",2654,1.12453423533866e-05,"No",0,1,0,0,-100
"2153-MREFK","Attitude of support person",3599,0.915221413096871,"Yes",1,0,3599,2159.4,-95.6812
"2154-KVJFF","Limited range of services",2813,0.347690089106051,"No",0,1,0,0,-100
"2155-AMQRX","",2885,4.69054598943143e-06,"No",0,1,0,0,-100
"2157-MXBJS","Network reliability",4800,0.99271918591366,"Yes",1,0,4800,2880,-94.24
"2159-TURXX","",2483,0.0023414111273557,"No",0,1,0,0,-100
"2160-GPFXD","",5725,3.35301019802173e-05,"No",0,1,0,0,-100
"2162-FRZAA","",5374,1.74696964753818e-08,"No",0,1,0,0,-100
"2164-SOQXL","",2698,4.58453309795181e-05,"No",0,1,0,0,-100
"2165-VOEGB","Don't know",3322,0.99495071090852,"Yes",1,0,3322,1993.2,-96.0136
"2167-FQSTQ","",5527,0.00164477764605974,"No",0,1,0,0,-100
"2169-RRLFW","",5063,0.000430863338315735,"No",0,1,0,0,-100
"2171-UDMFD","",4363,1.39331622034086e-05,"No",0,1,0,0,-100
"2172-EJXVF","",5479,0.00945940957762762,"No",0,1,0,0,-100
"2176-LVPNX","",4994,4.81265223319137e-06,"No",0,1,0,0,-100
"2176-OSJUV","",4384,0.000844859344227908,"No",0,1,0,0,-100
"2178-PMGCJ","",4838,4.56096713712632e-05,"No",0,1,0,0,-100
"2180-DXNEG","Product dissatisfaction",5239,0.980854283917903,"Yes",1,0,5239,3143.4,-93.7132
"2181-TIDSV","",6492,0.000755705461009146,"No",0,1,0,0,-100
"2181-UAESM","",3477,1.13423142519055e-05,"No",0,1,0,0,-100
"2186-QZEYA","",2044,8.42603305991385e-06,"No",0,1,0,0,-100
"2187-LZGPL","Attitude of service provider",4414,0.68396336781857,"Yes",1,0,4414,2648.4,-94.7032
"2187-PKZAY","",2968,0.208861083145129,"No",0,1,0,0,-100
"2188-SXWVT","",4027,0.000115788848202071,"No",0,1,0,0,-100
"2189-UXTKY","Product dissatisfaction",3410,0.995581605928029,"Yes",1,0,3410,2046,-95.908
"2189-WWOEW","Don't know",3579,0.998840287665724,"Yes",1,0,3579,2147.4,-95.7052
"2190-BCXEC","",5257,0.000453380142547329,"No",0,1,0,0,-100
"2190-PHBHR","",5274,1.61201093929202e-05,"No",0,1,0,0,-100
"2192-CKRLV","",4700,1.26690534271714e-06,"No",0,1,0,0,-100
"2192-OZITF","",2280,0.000352450395307477,"No",0,1,0,0,-100
"2193-SFWQW","",4004,6.28721341118895e-08,"No",0,1,0,0,-100
"2194-IIQOF","",4658,6.12616888772387e-07,"No",0,1,0,0,-100
"2195-VVRJF","",2422,1.06086959223575e-05,"No",0,1,0,0,-100
"2195-ZRVAX","Don't know",3631,0.999396735496895,"Yes",1,0,3631,2178.6,-95.6428
"2197-OMWGI","",5583,4.81542249399684e-07,"No",0,1,0,0,-100
"2200-DSAAL","",5914,0.0120976354522721,"No",0,1,0,0,-100
"2202-CUYXZ","Long distance charges",3086,0.954369027582436,"Yes",1,0,3086,1851.6,-96.2968
"2202-OUTMO","",3012,0.223926987849054,"No",0,1,0,0,-100
"2203-GHNWN","",3816,0.0790363658645812,"No",0,1,0,0,-100
"2205-LPVGL","",5035,0.00155953225530534,"No",0,1,0,0,-100
"2205-YMZZJ","Competitor made better offer",2015,0.965896005108441,"Yes",1,0,2015,1209,-97.582
"2207-NHRJK","Competitor offered higher download speeds",3718,0.996452769528241,"Yes",1,0,3718,2230.8,-95.5384
"2207-OBZNX","Attitude of service provider",3736,0.985466150080552,"Yes",1,0,3736,2241.6,-95.5168
"2207-QPJED","",4048,0.102546111666003,"No",0,1,0,0,-100
"2207-RYYRL","",5535,3.0077399436705e-08,"No",0,1,0,0,-100
"2208-MPXIO","",5169,0.000722595349232183,"No",0,1,0,0,-100
"2208-NKVVH","",4432,6.78792458077936e-06,"No",0,1,0,0,-100
"2208-NQBCT","",2817,0.0796814795703462,"No",0,1,0,0,-100
"2208-UGTGR","",5601,0.00366404521962071,"No",0,1,0,0,-100
"2209-XADXF","",4831,0.000115247996344715,"No",0,1,0,0,-100
"2211-RMNHO","",4732,3.17512791465541e-06,"No",0,1,0,0,-100
"2212-LYASK","",2068,0.000439772839046916,"No",0,1,0,0,-100
